model,level,metric,value
ResConvLSTM,per_event,2203.categorical.10mmh.n_total,6488064
ResConvLSTM,per_event,2203.categorical.20mmh.ACC,0.994045
ResConvLSTM,per_event,2203.categorical.20mmh.BIAS,0.979923
ResConvLSTM,per_event,2203.categorical.20mmh.CSI,0.326107
ResConvLSTM,per_event,2203.categorical.20mmh.FAR,0.503136
ResConvLSTM,per_event,2203.categorical.20mmh.HSS,0.488831
ResConvLSTM,per_event,2203.categorical.20mmh.POD,0.486889
ResConvLSTM,per_event,2203.categorical.20mmh.a_hits,18698
ResConvLSTM,per_event,2203.categorical.20mmh.b_false_alarms,18934
ResConvLSTM,per_event,2203.categorical.20mmh.c_misses,19705
ResConvLSTM,per_event,2203.categorical.20mmh.d_correct_negatives,6430727
ResConvLSTM,per_event,2203.categorical.20mmh.n_total,6488064
ResConvLSTM,per_event,2203.categorical.30mmh.ACC,0.997122
ResConvLSTM,per_event,2203.categorical.30mmh.BIAS,0.777431
ResConvLSTM,per_event,2203.categorical.30mmh.CSI,0.261226
ResConvLSTM,per_event,2203.categorical.30mmh.FAR,0.526463
ResConvLSTM,per_event,2203.categorical.30mmh.HSS,0.412821
ResConvLSTM,per_event,2203.categorical.30mmh.POD,0.368142
ResConvLSTM,per_event,2203.categorical.30mmh.a_hits,6603
ResConvLSTM,per_event,2203.categorical.30mmh.b_false_alarms,7341
ResConvLSTM,per_event,2203.categorical.30mmh.c_misses,11333
ResConvLSTM,per_event,2203.categorical.30mmh.d_correct_negatives,6462787
ResConvLSTM,per_event,2203.categorical.30mmh.n_total,6488064
ResConvLSTM,per_event,2203.categorical.5mmh.ACC,0.916534
ResConvLSTM,per_event,2203.categorical.5mmh.BIAS,2.252860
ResConvLSTM,per_event,2203.categorical.5mmh.CSI,0.355385
ResConvLSTM,per_event,2203.categorical.5mmh.FAR,0.621411
ResConvLSTM,per_event,2203.categorical.5mmh.HSS,0.485992
ResConvLSTM,per_event,2203.categorical.5mmh.POD,0.852907
ResConvLSTM,per_event,2203.categorical.5mmh.a_hits,298555
ResConvLSTM,per_event,2203.categorical.5mmh.b_false_alarms,490045
ResConvLSTM,per_event,2203.categorical.5mmh.c_misses,51489
ResConvLSTM,per_event,2203.categorical.5mmh.d_correct_negatives,5647975
ResConvLSTM,per_event,2203.categorical.5mmh.n_total,6488064
ResConvLSTM,per_event,2203.n_windows,396
ResConvLSTM,per_event,2203.peak_error_event,19.141342
ResConvLSTM,per_event,2205.MAE_event,0.515962
ResConvLSTM,per_event,2205.RMSE_event,1.309970
ResConvLSTM,per_event,2205.SSIM_event_mean,0.852629
ResConvLSTM,per_event,2205.categorical.10mmh.ACC,0.991787
ResConvLSTM,per_event,2205.categorical.10mmh.BIAS,2.041180
ResConvLSTM,per_event,2205.categorical.10mmh.CSI,0.274246
ResConvLSTM,per_event,2205.categorical.10mmh.FAR,0.679338
ResConvLSTM,per_event,2205.categorical.10mmh.HSS,0.426796
ResConvLSTM,per_event,2205.categorical.10mmh.POD,0.654529
ResConvLSTM,per_event,2205.categorical.10mmh.a_hits,10983
ResConvLSTM,per_event,2205.categorical.10mmh.b_false_alarms,23268
ResConvLSTM,per_event,2205.categorical.10mmh.c_misses,5797
ResConvLSTM,per_event,2205.categorical.10mmh.d_correct_negatives,3498896
ResConvLSTM,per_event,2205.categorical.10mmh.n_total,3538944
ResConvLSTM,per_event,2205.categorical.20mmh.ACC,0.998892
ResConvLSTM,per_event,2205.categorical.20mmh.BIAS,0.978614
ResConvLSTM,per_event,2205.categorical.20mmh.CSI,0.252431
ResConvLSTM,per_event,2205.categorical.20mmh.FAR,0.592490
ResConvLSTM,per_event,2205.categorical.20mmh.HSS,0.402551
ResConvLSTM,per_event,2205.categorical.20mmh.POD,0.398795
ResConvLSTM,per_event,2205.categorical.20mmh.a_hits,1324
ResConvLSTM,per_event,2205.categorical.20mmh.b_false_alarms,1925
ResConvLSTM,per_event,2205.categorical.20mmh.c_misses,1996
ResConvLSTM,per_event,2205.categorical.20mmh.d_correct_negatives,3533699
ResConvLSTM,per_event,2205.categorical.20mmh.n_total,3538944
ResConvLSTM,per_event,2205.categorical.30mmh.ACC,0.999665
ResConvLSTM,per_event,2205.categorical.30mmh.BIAS,0.681173
ResConvLSTM,per_event,2205.categorical.30mmh.CSI,0.199055
ResConvLSTM,per_event,2205.categorical.30mmh.FAR,0.590278
ResConvLSTM,per_event,2205.categorical.30mmh.HSS,0.331859
ResConvLSTM,per_event,2205.categorical.30mmh.POD,0.279092
ResConvLSTM,per_event,2205.categorical.30mmh.a_hits,295
ResConvLSTM,per_event,2205.categorical.30mmh.b_false_alarms,425
ResConvLSTM,per_event,2205.categorical.30mmh.c_misses,762
ResConvLSTM,per_event,2205.categorical.30mmh.d_correct_negatives,3537462
ResConvLSTM,per_event,2205.categorical.30mmh.n_total,3538944
ResConvLSTM,per_event,2205.categorical.5mmh.ACC,0.978488
ResConvLSTM,per_event,2205.categorical.5mmh.BIAS,1.516070
ResConvLSTM,per_event,2205.categorical.5mmh.CSI,0.409808
ResConvLSTM,per_event,2205.categorical.5mmh.FAR,0.517581
ResConvLSTM,per_event,2205.categorical.5mmh.HSS,0.570804
ResConvLSTM,per_event,2205.categorical.5mmh.POD,0.731381
ResConvLSTM,per_event,2205.categorical.5mmh.a_hits,52862
ResConvLSTM,per_event,2205.categorical.5mmh.b_false_alarms,56715
ResConvLSTM,per_event,2205.categorical.5mmh.c_misses,19415
ResConvLSTM,per_event,2205.categorical.5mmh.d_correct_negatives,3409952
ResConvLSTM,per_event,2205.categorical.5mmh.n_total,3538944
ResConvLSTM,per_event,2205.n_windows,216
ResConvLSTM,per_event,2205.peak_error_event,14.216438
ResConvLSTM,per_event,2208.MAE_event,0.182379
ResConvLSTM,per_event,2208.RMSE_event,0.450018
ResConvLSTM,per_event,2208.SSIM_event_mean,0.913472
ResConvLSTM,per_event,2208.categorical.10mmh.ACC,1.000000
ResConvLSTM,per_event,2208.categorical.10mmh.BIAS,nan
ResConvLSTM,per_event,2208.categorical.10mmh.CSI,nan
ResConvLSTM,per_event,2208.categorical.10mmh.FAR,nan
ResConvLSTM,per_event,2208.categorical.10mmh.HSS,nan
ResConvLSTM,per_event,2208.categorical.10mmh.POD,nan
ResConvLSTM,per_event,2208.categorical.10mmh.a_hits,0
ResConvLSTM,per_event,2208.categorical.10mmh.b_false_alarms,0
ResConvLSTM,per_event,2208.categorical.10mmh.c_misses,0
ResConvLSTM,per_event,2208.categorical.10mmh.d_correct_negatives,786432
ResConvLSTM,per_event,2208.categorical.10mmh.n_total,786432
ResConvLSTM,per_event,2208.categorical.20mmh.ACC,1.000000
ResConvLSTM,per_event,2208.categorical.20mmh.BIAS,nan
ResConvLSTM,per_event,2208.categorical.20mmh.CSI,nan
ResConvLSTM,per_event,2208.categorical.20mmh.FAR,nan
ResConvLSTM,per_event,2208.categorical.20mmh.HSS,nan
ResConvLSTM,per_event,2208.categorical.20mmh.POD,nan
ResConvLSTM,per_event,2208.categorical.20mmh.a_hits,0
ResConvLSTM,per_event,2208.categorical.20mmh.b_false_alarms,0
ResConvLSTM,per_event,2208.categorical.20mmh.c_misses,0
ResConvLSTM,per_event,2208.categorical.20mmh.d_correct_negatives,786432
ResConvLSTM,per_event,2208.categorical.20mmh.n_total,786432
ResConvLSTM,per_event,2208.categorical.30mmh.ACC,1.000000
ResConvLSTM,per_event,2208.categorical.30mmh.BIAS,nan
ResConvLSTM,per_event,2208.categorical.30mmh.CSI,nan
ResConvLSTM,per_event,2208.categorical.30mmh.FAR,nan
ResConvLSTM,per_event,2208.categorical.30mmh.HSS,nan
ResConvLSTM,per_event,2208.categorical.30mmh.POD,nan
ResConvLSTM,per_event,2208.categorical.30mmh.a_hits,0
ResConvLSTM,per_event,2208.categorical.30mmh.b_false_alarms,0
ResConvLSTM,per_event,2208.categorical.30mmh.c_misses,0
ResConvLSTM,per_event,2208.categorical.30mmh.d_correct_negatives,786432
ResConvLSTM,per_event,2208.categorical.30mmh.n_total,786432
ResConvLSTM,per_event,2208.categorical.5mmh.ACC,1.000000
ResConvLSTM,per_event,2208.categorical.5mmh.BIAS,nan
ResConvLSTM,per_event,2208.categorical.5mmh.CSI,nan
ResConvLSTM,per_event,2208.categorical.5mmh.FAR,nan
ResConvLSTM,per_event,2208.categorical.5mmh.HSS,nan
ResConvLSTM,per_event,2208.categorical.5mmh.POD,nan
ResConvLSTM,per_event,2208.categorical.5mmh.a_hits,0
ResConvLSTM,per_event,2208.categorical.5mmh.b_false_alarms,0
ResConvLSTM,per_event,2208.categorical.5mmh.c_misses,0
ResConvLSTM,per_event,2208.categorical.5mmh.d_correct_negatives,786432
ResConvLSTM,per_event,2208.categorical.5mmh.n_total,786432
ResConvLSTM,per_event,2208.n_windows,48
ResConvLSTM,per_event,2208.peak_error_event,4.339319
ResConvLSTM,per_event,2210.MAE_event,0.029294
ResConvLSTM,per_event,2210.RMSE_event,0.121926
ResConvLSTM,per_event,2210.SSIM_event_mean,0.989842
ResConvLSTM,per_event,2210.categorical.10mmh.ACC,1.000000
ResConvLSTM,per_event,2210.categorical.10mmh.BIAS,nan
ResConvLSTM,per_event,2210.categorical.10mmh.CSI,nan
ResConvLSTM,per_event,2210.categorical.10mmh.FAR,nan
ResConvLSTM,per_event,2210.categorical.10mmh.HSS,nan
ResConvLSTM,per_event,2210.categorical.10mmh.POD,nan
ResConvLSTM,per_event,2210.categorical.10mmh.a_hits,0
ResConvLSTM,per_event,2210.categorical.10mmh.b_false_alarms,0
ResConvLSTM,per_event,2210.categorical.10mmh.c_misses,0
ResConvLSTM,per_event,2210.categorical.10mmh.d_correct_negatives,3735552
ResConvLSTM,per_event,2210.categorical.10mmh.n_total,3735552
ResConvLSTM,per_event,2210.categorical.20mmh.ACC,1.000000
ResConvLSTM,per_event,2210.categorical.20mmh.BIAS,nan
ResConvLSTM,per_event,2210.categorical.20mmh.CSI,nan
ResConvLSTM,per_event,2210.categorical.20mmh.FAR,nan
ResConvLSTM,per_event,2210.categorical.20mmh.HSS,nan
ResConvLSTM,per_event,2210.categorical.20mmh.POD,nan
ResConvLSTM,per_event,2210.categorical.20mmh.a_hits,0
ResConvLSTM,per_event,2210.categorical.20mmh.b_false_alarms,0
ResConvLSTM,per_event,2210.categorical.20mmh.c_misses,0
ResConvLSTM,per_event,2210.categorical.20mmh.d_correct_negatives,3735552
ResConvLSTM,per_event,2210.categorical.20mmh.n_total,3735552
ResConvLSTM,per_event,2210.categorical.30mmh.ACC,1.000000
ResConvLSTM,per_event,2210.categorical.30mmh.BIAS,nan
ResConvLSTM,per_event,2210.categorical.30mmh.CSI,nan
ResConvLSTM,per_event,2210.categorical.30mmh.FAR,nan
ResConvLSTM,per_event,2210.categorical.30mmh.HSS,nan
ResConvLSTM,per_event,2210.categorical.30mmh.POD,nan
ResConvLSTM,per_event,2210.categorical.30mmh.a_hits,0
ResConvLSTM,per_event,2210.categorical.30mmh.b_false_alarms,0
ResConvLSTM,per_event,2210.categorical.30mmh.c_misses,0
ResConvLSTM,per_event,2210.categorical.30mmh.d_correct_negatives,3735552
ResConvLSTM,per_event,2210.categorical.30mmh.n_total,3735552
ResConvLSTM,per_event,2210.categorical.5mmh.ACC,1.000000
ResConvLSTM,per_event,2210.categorical.5mmh.BIAS,nan
ResConvLSTM,per_event,2210.categorical.5mmh.CSI,nan
ResConvLSTM,per_event,2210.categorical.5mmh.FAR,nan
ResConvLSTM,per_event,2210.categorical.5mmh.HSS,nan
ResConvLSTM,per_event,2210.categorical.5mmh.POD,nan
ResConvLSTM,per_event,2210.categorical.5mmh.a_hits,0
ResConvLSTM,per_event,2210.categorical.5mmh.b_false_alarms,0
ResConvLSTM,per_event,2210.categorical.5mmh.c_misses,0
ResConvLSTM,per_event,2210.categorical.5mmh.d_correct_negatives,3735552
ResConvLSTM,per_event,2210.categorical.5mmh.n_total,3735552
ResConvLSTM,per_event,2210.n_windows,228
ResConvLSTM,per_event,2210.peak_error_event,1.376439
ResConvLSTM,per_event,2212.MAE_event,0.140542
ResConvLSTM,per_event,2212.RMSE_event,0.372170
ResConvLSTM,per_event,2212.SSIM_event_mean,0.937876
ResConvLSTM,per_event,2212.categorical.10mmh.ACC,1.000000
ResConvLSTM,per_event,2212.categorical.10mmh.BIAS,nan
ResConvLSTM,per_event,2212.categorical.10mmh.CSI,nan
ResConvLSTM,per_event,2212.categorical.10mmh.FAR,nan
ResConvLSTM,per_event,2212.categorical.10mmh.HSS,nan
ResConvLSTM,per_event,2212.categorical.10mmh.POD,nan
ResConvLSTM,per_event,2212.categorical.10mmh.a_hits,0
ResConvLSTM,per_event,2212.categorical.10mmh.b_false_alarms,0
ResConvLSTM,per_event,2212.categorical.10mmh.c_misses,0
ResConvLSTM,per_event,2212.categorical.10mmh.d_correct_negatives,1769472
ResConvLSTM,per_event,2212.categorical.10mmh.n_total,1769472
ResConvLSTM,per_event,2212.categorical.20mmh.ACC,1.000000
ResConvLSTM,per_event,2212.categorical.20mmh.BIAS,nan
ResConvLSTM,per_event,2212.categorical.20mmh.CSI,nan
ResConvLSTM,per_event,2212.categorical.20mmh.FAR,nan
ResConvLSTM,per_event,2212.categorical.20mmh.HSS,nan
ResConvLSTM,per_event,2212.categorical.20mmh.POD,nan
ResConvLSTM,per_event,2212.categorical.20mmh.a_hits,0
ResConvLSTM,per_event,2212.categorical.20mmh.b_false_alarms,0
ResConvLSTM,per_event,2212.categorical.20mmh.c_misses,0
ResConvLSTM,per_event,2212.categorical.20mmh.d_correct_negatives,1769472
ResConvLSTM,per_event,2212.categorical.20mmh.n_total,1769472
ResConvLSTM,per_event,2212.categorical.30mmh.ACC,1.000000
ResConvLSTM,per_event,2212.categorical.30mmh.BIAS,nan
ResConvLSTM,per_event,2212.categorical.30mmh.CSI,nan
ResConvLSTM,per_event,2212.categorical.30mmh.FAR,nan
ResConvLSTM,per_event,2212.categorical.30mmh.HSS,nan
ResConvLSTM,per_event,2212.categorical.30mmh.POD,nan
ResConvLSTM,per_event,2212.categorical.30mmh.a_hits,0
ResConvLSTM,per_event,2212.categorical.30mmh.b_false_alarms,0
ResConvLSTM,per_event,2212.categorical.30mmh.c_misses,0
ResConvLSTM,per_event,2212.categorical.30mmh.d_correct_negatives,1769472
ResConvLSTM,per_event,2212.categorical.30mmh.n_total,1769472
ResConvLSTM,per_event,2212.categorical.5mmh.ACC,1.000000
ResConvLSTM,per_event,2212.categorical.5mmh.BIAS,nan
ResConvLSTM,per_event,2212.categorical.5mmh.CSI,nan
ResConvLSTM,per_event,2212.categorical.5mmh.FAR,nan
ResConvLSTM,per_event,2212.categorical.5mmh.HSS,nan
ResConvLSTM,per_event,2212.categorical.5mmh.POD,nan
ResConvLSTM,per_event,2212.categorical.5mmh.a_hits,0
ResConvLSTM,per_event,2212.categorical.5mmh.b_false_alarms,0
ResConvLSTM,per_event,2212.categorical.5mmh.c_misses,0
ResConvLSTM,per_event,2212.categorical.5mmh.d_correct_negatives,1769472
ResConvLSTM,per_event,2212.categorical.5mmh.n_total,1769472
ResConvLSTM,per_event,2212.n_windows,108
ResConvLSTM,per_event,2212.peak_error_event,2.712265
ResConvLSTM,per_event,2214.MAE_event,0.024491
ResConvLSTM,per_event,2214.RMSE_event,0.113405
ResConvLSTM,per_event,2214.SSIM_event_mean,0.991977
ResConvLSTM,per_event,2214.categorical.10mmh.ACC,0.999999
ResConvLSTM,per_event,2214.categorical.10mmh.BIAS,1.000000
ResConvLSTM,per_event,2214.categorical.10mmh.CSI,0.000000
ResConvLSTM,per_event,2214.categorical.10mmh.FAR,1.000000
ResConvLSTM,per_event,2214.categorical.10mmh.HSS,-0.000001
ResConvLSTM,per_event,2214.categorical.10mmh.POD,0.000000
ResConvLSTM,per_event,2214.categorical.10mmh.a_hits,0
ResConvLSTM,per_event,2214.categorical.10mmh.b_false_alarms,2
ResConvLSTM,per_event,2214.categorical.10mmh.c_misses,2
ResConvLSTM,per_event,2214.categorical.10mmh.d_correct_negatives,3047420
ResConvLSTM,per_event,2214.categorical.10mmh.n_total,3047424
ResConvLSTM,per_event,2214.categorical.20mmh.ACC,1.000000
ResConvLSTM,per_event,2214.categorical.20mmh.BIAS,nan
ResConvLSTM,per_event,2214.categorical.20mmh.CSI,nan
ResConvLSTM,per_event,2214.categorical.20mmh.FAR,nan
ResConvLSTM,per_event,2214.categorical.20mmh.HSS,nan
ResConvLSTM,per_event,2214.categorical.20mmh.POD,nan
ResConvLSTM,per_event,2214.categorical.20mmh.a_hits,0
ResConvLSTM,per_event,2214.categorical.20mmh.b_false_alarms,0
ResConvLSTM,per_event,2214.categorical.20mmh.c_misses,0
ResConvLSTM,per_event,2214.categorical.20mmh.d_correct_negatives,3047424
ResConvLSTM,per_event,2214.categorical.20mmh.n_total,3047424
ResConvLSTM,per_event,2214.categorical.30mmh.ACC,1.000000
ResConvLSTM,per_event,2214.categorical.30mmh.BIAS,nan
ResConvLSTM,per_event,2214.categorical.30mmh.CSI,nan
ResConvLSTM,per_event,2214.categorical.30mmh.FAR,nan
ResConvLSTM,per_event,2214.categorical.30mmh.HSS,nan
ResConvLSTM,per_event,2214.categorical.30mmh.POD,nan
ResConvLSTM,per_event,2214.categorical.30mmh.a_hits,0
ResConvLSTM,per_event,2214.categorical.30mmh.b_false_alarms,0
ResConvLSTM,per_event,2214.categorical.30mmh.c_misses,0
ResConvLSTM,per_event,2214.categorical.30mmh.d_correct_negatives,3047424
ResConvLSTM,per_event,2214.categorical.30mmh.n_total,3047424
ResConvLSTM,per_event,2214.categorical.5mmh.ACC,0.999987
ResConvLSTM,per_event,2214.categorical.5mmh.BIAS,0.375000
ResConvLSTM,per_event,2214.categorical.5mmh.CSI,0.047619
ResConvLSTM,per_event,2214.categorical.5mmh.FAR,0.833333
ResConvLSTM,per_event,2214.categorical.5mmh.HSS,0.090904
ResConvLSTM,per_event,2214.categorical.5mmh.POD,0.062500
ResConvLSTM,per_event,2214.categorical.5mmh.a_hits,2
ResConvLSTM,per_event,2214.categorical.5mmh.b_false_alarms,10
ResConvLSTM,per_event,2214.categorical.5mmh.c_misses,30
ResConvLSTM,per_event,2214.categorical.5mmh.d_correct_negatives,3047382
ResConvLSTM,per_event,2214.categorical.5mmh.n_total,3047424
ResConvLSTM,per_event,2214.n_windows,186
ResConvLSTM,per_event,2214.peak_error_event,0.700945
ResConvLSTM,per_event,2217.MAE_event,0.194508
ResConvLSTM,per_event,2217.RMSE_event,0.618251
ResConvLSTM,per_event,2217.SSIM_event_mean,0.926800
ResConvLSTM,per_event,2217.categorical.10mmh.ACC,0.997997
ResConvLSTM,per_event,2217.categorical.10mmh.BIAS,1.794975
ResConvLSTM,per_event,2217.categorical.10mmh.CSI,0.471434
ResConvLSTM,per_event,2217.categorical.10mmh.FAR,0.501116
ResConvLSTM,per_event,2217.categorical.10mmh.HSS,0.639859
ResConvLSTM,per_event,2217.categorical.10mmh.POD,0.895484
ResConvLSTM,per_event,2217.categorical.10mmh.a_hits,2459
ResConvLSTM,per_event,2217.categorical.10mmh.b_false_alarms,2470
ResConvLSTM,per_event,2217.categorical.10mmh.c_misses,287
ResConvLSTM,per_event,2217.categorical.10mmh.d_correct_negatives,1371040
ResConvLSTM,per_event,2217.categorical.10mmh.n_total,1376256
ResConvLSTM,per_event,2217.categorical.20mmh.ACC,0.999643
ResConvLSTM,per_event,2217.categorical.20mmh.BIAS,1.073434
ResConvLSTM,per_event,2217.categorical.20mmh.CSI,0.322314
ResConvLSTM,per_event,2217.categorical.20mmh.FAR,0.529175
ResConvLSTM,per_event,2217.categorical.20mmh.HSS,0.487321
ResConvLSTM,per_event,2217.categorical.20mmh.POD,0.505400
ResConvLSTM,per_event,2217.categorical.20mmh.a_hits,234
ResConvLSTM,per_event,2217.categorical.20mmh.b_false_alarms,263
ResConvLSTM,per_event,2217.categorical.20mmh.c_misses,229
ResConvLSTM,per_event,2217.categorical.20mmh.d_correct_negatives,1375530
ResConvLSTM,per_event,2217.categorical.20mmh.n_total,1376256
ResConvLSTM,per_event,2217.categorical.30mmh.ACC,0.999975
ResConvLSTM,per_event,2217.categorical.30mmh.BIAS,0.307692
ResConvLSTM,per_event,2217.categorical.30mmh.CSI,0.000000
ResConvLSTM,per_event,2217.categorical.30mmh.FAR,1.000000
ResConvLSTM,per_event,2217.categorical.30mmh.HSS,-0.000009
ResConvLSTM,per_event,2217.categorical.30mmh.POD,0.000000
ResConvLSTM,per_event,2217.categorical.30mmh.a_hits,0
ResConvLSTM,per_event,2217.categorical.30mmh.b_false_alarms,8
ResConvLSTM,per_event,2217.categorical.30mmh.c_misses,26
ResConvLSTM,per_event,2217.categorical.30mmh.d_correct_negatives,1376222
ResConvLSTM,per_event,2217.categorical.30mmh.n_total,1376256
ResConvLSTM,per_event,2217.categorical.5mmh.ACC,0.997556
ResConvLSTM,per_event,2217.categorical.5mmh.BIAS,1.335103
ResConvLSTM,per_event,2217.categorical.5mmh.CSI,0.623783
ResConvLSTM,per_event,2217.categorical.5mmh.FAR,0.328112
ResConvLSTM,per_event,2217.categorical.5mmh.HSS,0.767106
ResConvLSTM,per_event,2217.categorical.5mmh.POD,0.897040
ResConvLSTM,per_event,2217.categorical.5mmh.a_hits,5576
ResConvLSTM,per_event,2217.categorical.5mmh.b_false_alarms,2723
ResConvLSTM,per_event,2217.categorical.5mmh.c_misses,640
ResConvLSTM,per_event,2217.categorical.5mmh.d_correct_negatives,1367317
ResConvLSTM,per_event,2217.categorical.5mmh.n_total,1376256
ResConvLSTM,per_event,2217.n_windows,84
ResConvLSTM,per_event,2217.peak_error_event,0.387566
